Identifier,Country,Country code,Test type,Insecticide tested,Insecticide amount ,Synergist,Synergist Concentration,Intensity ,Year,1st admin level,WikiData accession,2nd admin level,3rd admin level,Site (Village or Locality),Latitude ,Longitude,Species tested,Total mosquitoes in all test replicates,Time at which mortality recorded,Calculated  average mortality adjusted for control  (%),Chemical type,Resistance status ,Resistance Intensity,Origin of tested mosquitoes,Data entry name,Data entry date,Additional notes
PMI009098,Madagascar,MG,WHO,Lambda-cyhalothrin,0.05%,None,NA,NA,2017,Vatovavy-Fitovinany Region,,Mananjary District ,Ambohimiarina II,Ambohimiarina II,-21.2, 48. 0000,An. gambiae s.l.,100,24 hr,100.0%,Pyrethroids,Susceptible,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009099,Madagascar,MG,WHO,DDT,4.00%,None,NA,NA,2017,Vatovavy-Fitovinany Region,,Mananjary District ,Ambohimiarina II,Ambohimiarina II,-21.2, 48. 0000,An. gambiae s.l.,100,24 hr,100.0%,Organochlorides,Susceptible,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009100,Madagascar,MG,WHO intensity,Deltamethrin,0.05%,PBO control,NA,1X,2017,Vatovavy-Fitovinany Region,,Mananjary District ,Ambohimiarina II,Ambohimiarina II,-21.2, 48. 0000,An. gambiae s.l.,100,24 hr,85.0%,Pyrethroids,Confirmed resistance,Low,Reared from larvae ,NR,"August 15, 2018",
PMI009101,Madagascar,MG,WHO,Deltamethrin,0.05%,PBO,4%,NA,2017,Vatovavy-Fitovinany Region,,Mananjary District ,Ambohimiarina II,Ambohimiarina II,-21.2, 48. 0000,An. gambiae s.l.,50,24 hr,100.0%,Pyrethroids,Susceptible,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009102,Madagascar,MG,WHO intensity,Deltamethrin,0.25%,None,NA,5X,2017,Vatovavy-Fitovinany Region,,Mananjary District ,Ambohimiarina II,Ambohimiarina II,-21.2, 48. 18,An. gambiae s.l.,100,24 hr,100.0%,Pyrethroids,Susceptible,Low,Reared from larvae ,NR,"August 15, 2018",
PMI009103,Madagascar,MG,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2017,Vatovavy-Fitovinany Region,,Mananjary District ,Tsaravary,Tsaravary,-21.15, 48. 18,An. gambiae s.l.,100,24 hr,100.0%,Organophosphates,Susceptible,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009104,Madagascar,MG,WHO,Bendiocarb,0.10%,None,NA,NA,2017,Vatovavy-Fitovinany Region,,Mananjary District ,Tsaravary,Tsaravary,-21.15, 48. 18,An. gambiae s.l.,100,24 hr,100.0%,Carbamates,Susceptible,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009105,Madagascar,MG,WHO,Permethrin,0.75%,None,NA,NA,2017,Vatovavy-Fitovinany Region,,Mananjary District ,Tsaravary,Tsaravary,-21.15, 48. 18,An. gambiae s.l.,100,24 hr,100.0%,Pyrethroids,Susceptible,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009106,Madagascar,MG,WHO,Alphacypermethrin,0.05%,None,NA,NA,2017,Vatovavy-Fitovinany Region,,Mananjary District ,Tsaravary,Tsaravary,-21.15, 48. 18,An. gambiae s.l.,100,24 hr,100.0%,Pyrethroids,Susceptible,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009107,Madagascar,MG,WHO,Deltamethrin,0.05%,None,NA,NA,2017,Vatovavy-Fitovinany Region,,Mananjary District ,Tsaravary,Tsaravary,-21.15, 48. 18,An. gambiae s.l.,100,24 hr,98.0%,Pyrethroids,Susceptible,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009108,Madagascar,MG,WHO,DDT,4.00%,None,NA,NA,2017,Vatovavy-Fitovinany Region,,Mananjary District ,Tsaravary,Tsaravary,-21.15, 48. 18,An. gambiae s.l.,100,24 hr,100.0%,Organochlorides,Susceptible,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009109,Madagascar,MG,WHO,Lambda-cyhalothrin,0.05%,None,NA,NA,2017,Vatovavy-Fitovinany Region,,Mananjary District ,Tsaravary,Tsaravary,-21.15, 48. 18,An. gambiae s.l.,100,24 hr,100.0%,Pyrethroids,Susceptible,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009110,Madagascar,MG,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2017,Vatovavy-Fitovinany Region,,Manakara District,Marofarihy,Marofarihy,-21.02, 48. 0000,An. gambiae s.l.,100,24 hr,100.0%,Organophosphates,Susceptible,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009111,Madagascar,MG,WHO,Bendiocarb,0.10%,None,NA,NA,2017,Vatovavy-Fitovinany Region,,Manakara District,Marofarihy,Marofarihy,-21.02, 48. 0000,An. gambiae s.l.,100,24 hr,100.0%,Carbamates,Susceptible,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009112,Madagascar,MG,WHO,Permethrin,0.75%,None,NA,NA,2017,Vatovavy-Fitovinany Region,,Manakara District,Marofarihy,Marofarihy,-21.02, 48. 0000,An. gambiae s.l.,100,24 hr,100.0%,Pyrethroids,Susceptible,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009113,Madagascar,MG,WHO,Alphacypermethrin,0.05%,None,NA,NA,2017,Vatovavy-Fitovinany Region,,Manakara District,Marofarihy,Marofarihy,-21.02, 48. 0000,An. gambiae s.l.,100,24 hr,100.0%,Pyrethroids,Susceptible,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009114,Madagascar,MG,WHO,Lambda-cyhalothrin,0.05%,None,NA,NA,2017,Vatovavy-Fitovinany Region,,Manakara District,Marofarihy,Marofarihy,-21.02, 48. 0000,An. gambiae s.l.,100,24 hr,100.0%,Pyrethroids,Susceptible,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009115,Madagascar,MG,WHO,Deltamethrin,0.05%,PBO control,NA,NA,2017,Vatovavy-Fitovinany Region,,Manakara District,Marofarihy,Marofarihy,-21.02, 48. 0000,An. gambiae s.l.,100,24 hr,94.0%,Pyrethroids,Possible resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009116,Madagascar,MG,WHO,Deltamethrin,0.05%,PBO,4%,NA,2017,Vatovavy-Fitovinany Region,,Manakara District,Marofarihy,Marofarihy,-21.02, 48. 0000,An. gambiae s.l.,50,24 hr,100.0%,Pyrethroids,Susceptible,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009117,Madagascar,MG,WHO,DDT,4.00%,None,NA,NA,2017,Vatovavy-Fitovinany Region,,Manakara District,Marofarihy,Marofarihy,-21.02, 48. 0000,An. gambiae s.l.,100,24 hr,100.0%,Organochlorides,Susceptible,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009118,Liberia,LR,WHO,Deltamethrin,0.05%,PBO,4%,NA,2017,Bong County,,Jorquelleh,,SKT,7.01591,-9.56785,An. gambiae s.l.,100,24 hr,62.0%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009119,Liberia,LR,WHO,Deltamethrin,0.05%,PBO control,NA,NA,2017,Bong County,,Jorquelleh,,SKT,7.01591,-9.56785,An. gambiae s.l.,100,24 hr,20.0%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009120,Liberia,LR,WHO,Alphacypermethrin,0.05%,PBO,4%,NA,2017,Bong County,,Jorquelleh,,SKT,7.01591,-9.56785,An. gambiae s.l.,100,24 hr,90.0%,Pyrethroids,Possible resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009121,Liberia,LR,WHO,Alphacypermethrin,0.05%,PBO control,NA,NA,2017,Bong County,,Jorquelleh,,SKT,7.01591,-9.56785,An. gambiae s.l.,100,24 hr,33.0%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009122,Liberia,LR,WHO,Pirimiphos-methyl,0.25%,None,NA,NA,2018,Maryland County,,Harper,,Harper,4.378544,-7.70173,An. gambiae s.l.,100,24 hr,100.0%,Organophosphates,Susceptible,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009123,Liberia,LR,WHO,Bendiocarb,0.10%,None,NA,NA,2018,Maryland County,,Harper,,Harper,4.378544,-7.70173,An. gambiae s.l.,100,24 hr,100.0%,Carbamates,Susceptible,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009124,Liberia ,LR,CDC,Deltamethrin,12.5 µg,None,NA,NA,2017,Montserrado County,,Careysburg District,,Bentol,6.447614,-10.60573,An. gambiae s.l.,88,30 min,77.3%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009125,Liberia ,LR,CDC,Alphacypermethrin,12.5 µg,None,NA,NA,2017,Montserrado County,,Careysburg District,,Bentol,6.447614,-10.60573,An. gambiae s.l.,62,30 min,88.7%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009126,Liberia ,LR,CDC,Alphacypermethrin,12.5 µg,None,NA,NA,2017,Montserrado County,,Careysburg District,,Bentol,6.447614,-10.60573,An. gambiae s.l.,72,30 min,69.4%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009127,Liberia ,LR,CDC,Deltamethrin,12.5 µg,None,NA,NA,2017,Montserrado County,,Careysburg District,,Bentol,6.447614,-10.60573,An. gambiae s.l.,72,30 min,62.5%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009128,Liberia ,LR,CDC,Deltamethrin,12.5 µg,None,NA,NA,2017,Bong County,,Jorquelleh,,SKT (Sergent Kollie Town),7.01591,-9.56785,An. gambiae s.l.,87,30 min,49.0%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009129,Liberia ,LR,CDC,Deltamethrin,12.5 µg,None,NA,NA,2017,Bong County,,Jorquelleh,,SKT (Sergent Kollie Town),7.01591,-9.56785,An. gambiae s.l.,95,30 min,41.1%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009130,Liberia ,LR,CDC intensity,Deltamethrin,12.5 µg,None,NA,1X,2017,Grand Bassa County,,Saint John,,Saint John,5.99932,-10.019448,An. gambiae s.l.,43,30 min,0.0%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009131,Liberia ,LR,CDC intensity,Deltamethrin,25 µg,None,NA,2X,2017,Grand Bassa County,,Saint John,,Saint John,5.99932,-10.019448,An. gambiae s.l.,46,30 min,13.0%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009132,Liberia ,LR,CDC intensity,Deltamethrin,62.5 µg,None,NA,5X,2017,Grand Bassa County,,Saint John,,Saint John,5.99932,-10.019448,An. gambiae s.l.,45,30 min,11.1%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009133,Liberia ,LR,CDC intensity,Deltamethrin,125 µg,None,NA,10X,2017,Grand Bassa County,,Saint John,,Saint John,5.99932,-10.019448,An. gambiae s.l.,50,30 min,0.0%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009134,Liberia ,LR,CDC intensity,Deltamethrin,12.5 µg,None,NA,1X,2017,Bomi County,,Senjeh,,Tubmanburg,6.870152,-10.825395,An. gambiae s.l.,45,30 min,20.0%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009135,Liberia ,LR,CDC intensity,Deltamethrin,25 µg,None,NA,2X,2017,Bomi County,,Senjeh,,Tubmanburg,6.870152,-10.825395,An. gambiae s.l.,45,30 min,46.7%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009136,Liberia ,LR,CDC intensity,Deltamethrin,62.5 µg,None,NA,5X,2017,Bomi County,,Senjeh,,Tubmanburg,6.870152,-10.825395,An. gambiae s.l.,46,30 min,65.2%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009137,Liberia ,LR,CDC intensity,Deltamethrin,125 µg,None,NA,10X,2017,Bomi County,,Senjeh,,Tubmanburg,6.870152,-10.825395,An. gambiae s.l.,39,30 min,74.4%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009138,Liberia ,LR,CDC,Deltamethrin,12.5 µg,PBO control,NA,NA,2017,Nimba County,,Sanniquellie Mah,,Gbedin Camp 3,7.280217,-8.82535,An. gambiae s.l.,100,30 min,2.0%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009139,Liberia ,LR,CDC,Deltamethrin,12.5 µg,PBO,100 µg,NA,2017,Nimba County,,Sanniquellie Mah,,Gbedin Camp 3,7.280217,-8.82535,An. gambiae s.l.,94,30 min,13.8%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009140,Liberia ,LR,CDC intensity,Deltamethrin,12.5 µg,None,NA,1X,2017,Nimba County,,Sanniquellie Mah,,Gbedin Camp 3,7.280217,-8.82535,An. gambiae s.l.,50,30 min,0.0%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009141,Liberia ,LR,CDC intensity,Deltamethrin,25 µg,None,NA,2X,2017,Nimba County,,Sanniquellie Mah,,Gbedin Camp 3,7.280217,-8.82535,An. gambiae s.l.,50,30 min,0.0%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009142,Liberia ,LR,CDC intensity,Deltamethrin,62.5 µg,None,NA,5X,2017,Nimba County,,Sanniquellie Mah,,Gbedin Camp 3,7.280217,-8.82535,An. gambiae s.l.,50,30 min,0.0%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009143,Liberia ,LR,CDC intensity,Deltamethrin,125 µg,None,NA,10X,2017,Nimba County,,Sanniquellie Mah,,Gbedin Camp 3,7.280217,-8.82535,An. gambiae s.l.,50,30 min,0.0%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009144,Liberia ,LR,CDC intensity,Deltamethrin,12.5 µg,None,NA,1X,2017,Bong County,,Jorquelleh ,,CARI,7.001553,-9.569749,An. gambiae s.l.,43,30 min,9.3%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009145,Liberia ,LR,CDC intensity,Deltamethrin,25 µg,None,NA,2X,2017,Bong County,,Jorquelleh ,,CARI,7.001553,-9.569749,An. gambiae s.l.,50,30 min,24.0%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009146,Liberia ,LR,CDC intensity,Deltamethrin,62.5 µg,None,NA,5X,2017,Bong County,,Jorquelleh ,,CARI,7.001553,-9.569749,An. gambiae s.l.,50,30 min,28.0%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009147,Liberia ,LR,CDC intensity,Deltamethrin,125 µg,None,NA,10X,2017,Bong County,,Jorquelleh ,,CARI,7.001553,-9.569749,An. gambiae s.l.,50,30 min,28.0%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009148,Liberia ,LR,CDC intensity,Deltamethrin,12.5 µg,None,NA,1X,2018,Margibi County,,Kakata,,Jackson Town,6.603217,-10.277983,An. gambiae s.l.,75,30 min,13.3%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009149,Liberia ,LR,CDC intensity,Deltamethrin,25 µg,None,NA,2X,2018,Margibi County,,Kakata,,Jackson Town,6.603217,-10.277983,An. gambiae s.l.,74,30 min,18.9%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009150,Liberia ,LR,CDC intensity,Deltamethrin,62.5 µg,None,NA,5X,2018,Margibi County,,Kakata,,Jackson Town,6.603217,-10.277983,An. gambiae s.l.,75,30 min,28.0%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009151,Liberia ,LR,CDC intensity,Deltamethrin,125 µg,None,NA,10X,2018,Margibi County,,Kakata,,Jackson Town,6.603217,-10.277983,An. gambiae s.l.,75,30 min,13.3%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009152,Liberia ,LR,CDC,Deltamethrin,12.5 µg,PBO,100 µg,NA,2018,Margibi County,,Kakata,,Jackson Town,6.603217,-10.277983,An. gambiae s.l.,200,30 min,66.0%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009153,Liberia ,LR,CDC,Deltamethrin,12.5 µg,PBO control,NA,NA,2018,Margibi County,,Kakata,,Jackson Town,6.603217,-10.277983,An. gambiae s.l.,188,30 min,10.6%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009154,Liberia ,LR,CDC,Alphacypermethrin,12.5 µg,PBO,100 µg,NA,2018,Margibi County,,Kakata,,Jackson Town,6.603217,-10.277983,An. gambiae s.l.,100,30 min,36.0%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009155,Liberia ,LR,CDC,Alphacypermethrin,12.5 µg,PBO control,NA,NA,2018,Margibi County,,Kakata,,Jackson Town,6.603217,-10.277983,An. gambiae s.l.,300,30 min,25.6%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009156,Liberia ,LR,CDC,Deltamethrin,12.5 µg,None,NA,NA,2018,Montserrado County,,Careysburg District,,15 Gate,6.403485,-10.48357,An. gambiae s.l.,100,30 min,42.0%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009157,Liberia ,LR,CDC,Alphacypermethrin,12.5 µg,PBO,100 µg,NA,2018,Montserrado County,,Careysburg District,,Number 7,6.403889,-10.484917,An. gambiae s.l.,87,30 min,81.6%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009158,Liberia ,LR,CDC,Alphacypermethrin,12.5 µg,PBO control,NA,NA,2018,Montserrado County,,Careysburg District,,Number 7,6.403889,-10.484917,An. gambiae s.l.,100,30 min,6.0%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009159,Liberia ,LR,CDC,Alphacypermethrin,12.5 µg,PBO,100 µg,NA,2018,Montserrado County,,Careysburg District,,15 Gate,6.403485,-10.48357,An. gambiae s.l.,56,30 min,71.4%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009160,Liberia ,LR,CDC,Alphacypermethrin,12.5 µg,PBO control,NA,NA,2018,Montserrado County,,Careysburg District,,15 Gate,6.403485,-10.48357,An. gambiae s.l.,80,30 min,23.8%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009161,Liberia ,LR,CDC,Deltamethrin,12.5 µg,PBO control,NA,NA,2018,Margibi County,,Kakata,,Jackson Town,6.603217,-10.277983,An. gambiae s.l.,99,30 min,51.5%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009162,Liberia ,LR,CDC,Deltamethrin,12.5 µg,PBO,100 µg,NA,2018,Margibi County,,Kakata,,Jackson Town,6.603217,-10.277983,An. gambiae s.l.,100,30 min,89.0%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009163,Liberia ,LR,CDC intensity,Permethrin,21.5 µg,None,NA,1X,2018,Margibi County,,Kakata,,Jackson Town,6.603217,-10.277983,An. gambiae s.l.,25,30 min,16.0%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009164,Liberia ,LR,CDC intensity,Permethrin,43 µg,None,NA,2X,2018,Margibi County,,Kakata,,Jackson Town,6.603217,-10.277983,An. gambiae s.l.,25,30 min,32.0%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009165,Liberia ,LR,CDC intensity,Permethrin,107.5 µg,None,NA,5X,2018,Margibi County,,Kakata,,Jackson Town,6.603217,-10.277983,An. gambiae s.l.,25,30 min,56.0%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009166,Liberia ,LR,CDC intensity,Permethrin,215 µg,None,NA,10X,2018,Margibi County,,Kakata,,Jackson Town,6.603217,-10.277983,An. gambiae s.l.,25,30 min,64.0%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009167,Liberia ,LR,CDC,Alphacypermethrin,12.5 µg,PBO control,NA,NA,2018,Margibi County,,Kakata,,Jackson Town,6.603217,-10.277983,An. gambiae s.l.,100,30 min,57.0%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009168,Liberia ,LR,CDC,Alphacypermethrin,12.5 µg,PBO,100 µg,NA,2018,Margibi County,,Kakata,,Jackson Town,6.603217,-10.277983,An. gambiae s.l.,100,30 min,85.0%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,NR,"August 15, 2018",
PMI009169,Liberia ,LR,CDC intensity,Deltamethrin,12.5 µg,None,NA,1X,2018,Margibi County,,Kakata,,Jackson Town,6.603217,-10.277983,An. gambiae s.l.,100,30 min,28.0%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009170,Liberia ,LR,CDC intensity,Deltamethrin,25 µg,None,NA,2X,2018,Margibi County,,Kakata,,Jackson Town,6.603217,-10.277983,An. gambiae s.l.,100,30 min,69.0%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009171,Liberia ,LR,CDC intensity,Deltamethrin,62.5 µg,None,NA,5X,2018,Margibi County,,Kakata,,Jackson Town,6.603217,-10.277983,An. gambiae s.l.,100,30 min,74.0%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009172,Liberia ,LR,CDC intensity,Deltamethrin,125 µg,None,NA,10X,2018,Margibi County,,Kakata,,Jackson Town,6.603217,-10.277983,An. gambiae s.l.,100,30 min,85.0%,Pyrethroids,Confirmed resistance,High,Reared from larvae ,NR,"August 15, 2018",
PMI009173,"Tanzania, United Republic of",TJ,WHO,Permethrin,0.75%,None,NA,NA,2017,Pwani Region,,Bagamoyo District,,Bagamoyo,-6.44222,38.90416,An. arabiensis,80,24 hr,68.3%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,Nkya_08032018,"August 15, 2018",
PMI009174,"Tanzania, United Republic of",TJ,WHO,Permethrin,0.75%,None,NA,NA,2017,Geita Region,,Geita District,,Geita,-2.86667,32.16667,An. gambiae s.l.,80,24 hr,97.5%,Pyrethroids,Susceptible,NA,Reared from larvae ,Nkya_08032018,"August 15, 2018",
PMI009175,"Tanzania, United Republic of",TJ,WHO,Permethrin,0.75%,None,NA,NA,2017,Shinyanga Region,,Kahama District,,Kahama,-3.5,32.36,An. gambiae s.l.,60,24 hr,100.0%,Pyrethroids,Susceptible,NA,Reared from larvae ,Nkya_08032018,"August 15, 2018",
PMI009176,"Tanzania, United Republic of",TJ,WHO,Permethrin,0.75%,None,NA,NA,2017,Kigoma Region,,Kasulu Urban District,,Kasulu Urban,-4.57667,30.1025,An. gambiae s.l.,80,24 hr,94.9%,Pyrethroids,Possible resistance,NA,Reared from larvae ,Nkya_08032018,"August 15, 2018",
PMI009177,"Tanzania, United Republic of",TJ,WHO,Permethrin,0.75%,None,NA,NA,2017,Morogoro Region,,Kilombero District,,Kilombero,-8.24137,36.33492,An. arabiensis,80,24 hr,63.3%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,Nkya_08032018,"August 15, 2018",
PMI009178,"Tanzania, United Republic of",TJ,WHO,Permethrin,0.75%,None,NA,NA,2017,Morogoro Region,,Kilosa District,,Kilosa,,,An. arabiensis,80,24 hr,75.4%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,Nkya_08032018,"August 15, 2018",
PMI009179,"Tanzania, United Republic of",TJ,WHO,Permethrin,0.75%,None,NA,NA,2017,Dar es Salaam Region,,Kinondoni District,,Kinondoni,-6.71377,39.21003,An. gambiae s.l.,80,24 hr,100.0%,Pyrethroids,Susceptible,NA,Reared from larvae ,Nkya_08032018,"August 15, 2018",
PMI009180,"Tanzania, United Republic of",TJ,WHO,Permethrin,0.75%,None,NA,NA,2017,Mbeya Region,,Kyela District,,Kyela,-9.59,33.94,An. arabiensis,60,24 hr,100.0%,Pyrethroids,Susceptible,NA,Reared from larvae ,Nkya_08032018,"August 15, 2018",
PMI009181,"Tanzania, United Republic of",TJ,WHO,Permethrin,0.75%,None,NA,NA,2017,Mwanza Region,,Magu District,,Magu,-2.3,33.3,An. gambiae s.l.,80,24 hr,91.7%,Pyrethroids,Possible resistance,NA,Reared from larvae ,Nkya_08032018,"August 15, 2018",
PMI009182,"Tanzania, United Republic of",TJ,WHO,Permethrin,0.75%,None,NA,NA,2017,Singida Region,,Manyoni District,,Manyoni,,,An. gambiae s.l.,80,24 hr,87.6%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,Nkya_08032018,"August 15, 2018",
PMI009183,"Tanzania, United Republic of",TJ,WHO,Permethrin,0.75%,None,NA,NA,2017,Katavi Region,,Mpanda District,,Mpanda,,,An. gambiae s.s.,80,24 hr,75.0%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,Nkya_08032018,"August 15, 2018",
PMI009184,"Tanzania, United Republic of",TJ,WHO,Permethrin,0.75%,None,NA,NA,2017,Mtwara Region,,Mtwara District,,Mtwara,-10.26667,40.18333,An. gambiae s.s.,82,24 hr,93.3%,Pyrethroids,Possible resistance,NA,Reared from larvae ,Nkya_08032018,"August 15, 2018",
PMI009185,"Tanzania, United Republic of",TJ,WHO,Permethrin,0.75%,None,NA,NA,2017,Kagera Region,,Muleba District,,Muleba,-1.83972,31.65444,An. gambiae s.l.,80,24 hr,58.3%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,Nkya_08032018,"August 15, 2018",
PMI009186,"Tanzania, United Republic of",TJ,WHO,Permethrin,0.75%,None,NA,NA,2017,Mara Region,,Musoma DIstrict,,Musoma rural,-2,33.83333,An. arabiensis,88,24 hr,89.4%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,Nkya_08032018,"August 15, 2018",
PMI009187,"Tanzania, United Republic of",TJ,WHO,Permethrin,0.75%,None,NA,NA,2017,Ruvuma Region,,Nyasa District,,Nyasa,-11.15743,34.76578,An. arabiensis,80,24 hr,95.0%,Pyrethroids,Possible resistance,NA,Reared from larvae ,Nkya_08032018,"August 15, 2018",
PMI009188,"Tanzania, United Republic of",TJ,WHO,Permethrin,0.75%,None,NA,NA,2017,Tabora Region,,Nzega Distrct,,Nzega,-4.21667,33.18333,An. arabiensis,100,24 hr,63.3%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,Nkya_08032018,"August 15, 2018",
PMI009189,"Tanzania, United Republic of",TJ,WHO,Permethrin,0.75%,None,NA,NA,2017,Lindi Region,,Ruangwa District,,Ruangwa,-10.06667,38.93333,An. gambiae s.l.,80,24 hr,73.3%,Pyrethroids,Confirmed resistance,NA,Reared from larvae ,Nkya_08032018,"August 15, 2018",
PMI009190,"Tanzania, United Republic of",TJ,WHO,Permethrin,0.75%,None,NA,NA,2017,Mwanza Region,,Sengerema District,,Sengerema,-2.333332,32.499998,An. gambiae s.l.,80,24 hr,93.3%,Pyrethroids,Possible resistance,NA,Reared from larvae ,Nkya_08032018,"August 15, 2018",
